decision,motivo,pd_calibrada,monto_recomendado,contraoferta,tasa_recomendada
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05452509506065575,4200.0,True,0.21068652836838558
REJECT,PD calibrada >= 20%,0.21076733117337357,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,9815.61,False,0.19367972337991202
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,3224.98,False,0.19794952904566943
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.17595444479610603,4672.11,False,0.20089181297061504
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,6617.96,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.06036269510469811,5870.19,False,0.1880565806846637
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,16080.4,False,0.18
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,1302.7,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3809.78,False,0.18512567930513157
APPROVE,Riesgo y capacidad dentro del apetito,0.04525607944011601,8041.35,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1097394117797793,3300.0,True,0.2280091714603219
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1716319253415125,1600.0,True,0.19988725944936747
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,3360.34,False,0.18
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,10970.69,False,0.19768851895769735
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,15985.95,False,0.18
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,5737.39,False,0.19768851895769735
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.10182617221126256,8217.37,False,0.18
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.06036269510469811,13304.86,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,11557.22,False,0.21875703307386463
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,7033.34,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14401628565861818,5900.0,True,0.24925169276550097
APPROVE,Riesgo y capacidad dentro del apetito,0.09472039455474367,3700.0,False,0.21870138585205978
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,10473.95,False,0.18512567930513157
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,3819.52,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,6892.26,False,0.18
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,18636.85,False,0.18
REJECT,PD calibrada >= 20%,0.31898068350768116,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.09944316806769453,6127.97,False,0.18311059225893223
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.09472039455474367,3100.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,7420.99,False,0.19367972337991202
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,4380.42,False,0.23974081374966744
APPROVE,Riesgo y capacidad dentro del apetito,0.12419059597770725,7762.52,False,0.18
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4130.51,False,0.18512567930513157
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,4973.08,False,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.1301714727336795,24162.01,False,0.18016790017553808
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,2857.56,False,0.1902815266427722
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,6673.12,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,1200.0,True,0.2579905525053162
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14195730369844747,5661.03,True,0.1929908773795192
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,5037.89,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,2670.64,False,0.18512567930513157
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,2975.47,False,0.24813554961079692
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,9284.54,False,0.2712796600270958
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,3255.99,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,3479.31,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,1966.44,False,0.19082744079192793
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,5390.44,False,0.18310986408092716
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,6102.44,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,0.0,True,0.21868712490174003
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17942944535728508,4800.0,True,0.2433988062020661
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.1296259008660379,18143.28,False,0.19012505936126722
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.20565647914252028,8005.56,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.15357106194938477,5087.06,False,0.18379327653135802
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1716319253415125,1300.0,True,0.31954903779746996
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,0.0,True,0.23349291437898717
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5664.06,False,0.18312058059394593
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,6571.19,False,0.18
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.10357955931344313,14289.97,False,0.1920958527792589
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,4185.01,False,0.22735944675982406
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,10168.82,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,0.0,True,0.19130786995565507
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,6500.0,True,0.29196350951807676
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5925.36,False,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.2089898425019386,0.0,True,0.1923794929316337
REJECT,PD calibrada >= 20%,0.24547400357095442,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14913413691924535,8500.0,True,0.1831058489466884
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,4964.96,False,0.21749048934609122
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,5186.96,False,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.16894366148278292,14900.0,True,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.13981508649880056,3100.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,9017.28,False,0.19768851895769735
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,0.0,True,0.18
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.05803078157896433,13504.06,False,0.19596360970387017
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,5297.32,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09472039455474367,4524.2,False,0.1893506929260299
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.10357955931344313,10780.68,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,9642.81,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11305516926420771,3400.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1757620037320268,8200.0,True,0.24169417933464604
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,4222.58,False,0.18312058059394593
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,5373.44,False,0.21749048934609122
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,3235.15,False,0.18399471755848673
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,4100.0,True,0.22598175475903837
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.05803078157896433,1500.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14913413691924535,3200.0,True,0.2062116978933768
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,2915.07,False,0.19012505936126722
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,10065.48,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1097394117797793,3300.0,True,0.19400458573016094
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,3910.86,False,0.18
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,2750.85,False,0.18008337290751147
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,10396.55,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4975.26,False,0.21025135861026317
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,4419.91,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3108.17,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1301714727336795,16545.02,False,0.20033580035107612
REJECT,PD calibrada >= 20%,0.20272215589365208,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,8799.61,False,0.18512567930513157
REJECT,PD calibrada >= 20%,0.21847719128066997,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,7512.11,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.13139651508841227,6319.19,False,0.18035770007103136
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,5710.52,False,0.19082744079192793
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.09481018675860255,23427.41,False,0.18937851653693233
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,4314.68,False,0.18658027124988918
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14195730369844747,8455.27,True,0.1819939182530128
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.10357955931344313,25365.22,False,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.1757620037320268,28708.02,True,0.200847089667323
APPROVE,Riesgo y capacidad dentro del apetito,0.05803078157896433,9065.04,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10869101779231505,7541.77,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,6488.68,False,0.18310986408092716
APPROVE,Riesgo y capacidad dentro del apetito,0.04677238966639513,13176.0,False,0.18
REJECT,PD calibrada >= 20%,0.27797271303647847,,True,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.11389794469165165,28926.98,False,0.21293976469267967
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.10329309685804094,16700.0,True,0.18400531570980871
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,6561.55,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,6731.89,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,7489.72,False,0.18
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.15357106194938477,28857.24,False,0.18379327653135802
REJECT,PD calibrada >= 20%,0.31097926944080767,,True,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.04974307356700933,10294.97,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,14994.81,False,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.11878363788860385,3905.94,False,0.18
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.11389794469165165,14444.2,False,0.18646988234633982
APPROVE,Riesgo y capacidad dentro del apetito,0.0702888664625709,17353.0,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,9922.64,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17942944535728508,8000.0,True,0.20169940310103307
REJECT,PD calibrada >= 20%,0.21157139810318498,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,6834.48,False,0.18
REJECT,PD calibrada >= 20%,0.2062104978432824,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,3095.3,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.11305516926420771,7175.31,False,0.18627402133700188
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.2089898425019386,8400.0,True,0.28951797172653476
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14401628565861818,4600.0,True,0.29387753914825143
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,4250.41,False,0.21563983001354792
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,12047.22,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,2726.7,False,0.19082744079192793
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,9352.2,False,0.18984512515353724
REJECT,PD calibrada >= 20%,0.2987073992799683,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.08581046069287214,1300.0,True,0.2397694042600939
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14864858211448576,7000.0,True,0.2981837219336259
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06972513957052977,9579.71,True,0.18
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14401628565861818,2588.81,True,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.1177164940342813,14952.86,False,0.21471462642713396
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13749984842308408,1200.0,True,0.28781985909409896
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1496939945671381,2300.0,True,0.29915553734961153
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3314.73,False,0.23537703791539472
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,5418.38,False,0.1840718895844442
APPROVE,Riesgo y capacidad dentro del apetito,0.11970703531314097,6171.46,False,0.23418644001806388
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.10257995658378173,1414.61,False,0.18383958191007088
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.19413008407613813,2686.6,False,0.25023166307858896
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3683.8,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.13041144168753702,7727.52,True,0.1802050793654557
REJECT,PD calibrada >= 20%,0.24547400357095442,,True,
REJECT,PD calibrada >= 20%,0.35476993132335255,,True,
REJECT,PD calibrada >= 20%,0.2285270347601604,,True,
REJECT,PD calibrada >= 20%,0.2346745310235113,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,8975.27,False,0.19400458573016094
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,6415.03,False,0.2241917055585178
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,4732.25,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,3300.0,True,0.2812304761927344
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,3529.92,False,0.19768851895769735
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,14000.0,True,0.1815589335047842
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,5505.94,False,0.18
REJECT,PD calibrada >= 20%,0.21157139810318498,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,0.0,True,0.30698582875797437
APPROVE,Riesgo y capacidad dentro del apetito,0.11389794469165165,4526.04,False,0.19529317646178646
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.10329309685804094,1300.0,True,0.19200708761307828
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,4223.21,False,0.21025135861026317
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.14777910124213986,4803.01,False,0.25158363500979547
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.1549596236689561,4644.72,False,0.18400841102711024
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.06735772365674504,0.0,True,0.22261573991131017
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,4440.19,False,0.18658027124988918
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,2776.86,False,0.18512567930513157
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,3563.06,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,7844.52,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.05803078157896433,17058.58,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.04525607944011601,1200.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,2300.0,True,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,5321.81,False,0.1902815266427722
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15811728566907743,7000.0,True,0.19674645718949357
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.09481018675860255,25160.5,False,0.18
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.10456323261878313,12495.27,False,0.1843004952606052
REJECT,PD calibrada >= 20%,0.35476993132335255,,True,
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,2000.0,True,0.27737424980348
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.17942944535728508,7200.0,True,0.27119840826942143
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,4600.0,True,0.2812304761927344
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,3387.65,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,2747.02,False,0.18
REJECT,PD calibrada >= 20%,0.2649169203745012,,True,
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.15357106194938477,5251.5,False,0.23137982959407405
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.23853289183132115,3374.68,False,0.3817401762463961
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08164700741323028,655.76,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.08662858377134064,5256.13,False,0.18
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
REJECT,PD calibrada >= 20%,0.2537932287829739,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,3154.39,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.15543588882368156,5352.03,True,0.19612330056262361
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14864858211448576,10917.29,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.09472039455474367,4800.0,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.09472039455474367,3600.0,True,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1262631774994407,5900.0,True,0.21868712490174003
REJECT,PD calibrada >= 20%,0.2576537394487291,,True,
REJECT,PD calibrada >= 20%,0.4185570944221592,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,18355.48,False,0.18937851653693233
APPROVE,Riesgo y capacidad dentro del apetito,0.06036269510469811,10591.08,False,0.18
REJECT,PD calibrada >= 20%,0.36971539330192027,,True,
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.11843367781211596,5600.0,True,0.19669864896471434
APPROVE,Riesgo y capacidad dentro del apetito,0.11305516926420771,3651.73,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,3862.66,False,0.18399471755848673
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1097394117797793,4200.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,7895.71,False,0.18312058059394593
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.10357955931344313,24268.1,False,0.1840718895844442
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,11703.99,False,0.20624116118789187
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1757620037320268,3800.0,True,0.24169417933464604
REVIEW,Sin ingreso declarado: verificar capacidad de pago en campo,0.11532171671557931,3984.43,False,0.2672030678588025
REVIEW,PD calibrada entre 18% y 20%,0.18553299057473505,2700.0,True,0.21749048934609122
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,2938.81,False,0.2605027172205263
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,3655.15,False,0.22025011872253442
APPROVE,Riesgo y capacidad dentro del apetito,0.09481018675860255,5626.03,False,0.20406777480539845
APPROVE,Riesgo y capacidad dentro del apetito,0.08940128306103798,2755.9,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,7973.54,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.05803078157896433,4003.63,False,0.18
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,9545.42,False,0.18230394378859038
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.14195730369844747,7100.0,True,0.24797567301205115
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,7042.28,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.1097394117797793,17569.21,False,0.1855034392976207
APPROVE,Riesgo y capacidad dentro del apetito,0.07458002607872367,3032.39,False,0.18
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.1296259008660379,6291.85,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,8804.13,False,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.2089898425019386,0.0,True,0.28951797172653476
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,1372.64,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.1716319253415125,4200.0,True,0.31954903779746996
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.10357955931344313,12998.45,False,0.1920958527792589
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,1200.0,True,0.2397694042600939
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.17010019842363625,2100.0,True,0.2390625722273061
APPROVE,Riesgo y capacidad dentro del apetito,0.08164700741323028,7108.83,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.06036269510469811,4885.53,False,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.16876728685755563,6700.0,True,0.2645907132418558
APPROVE,Riesgo y capacidad dentro del apetito,0.1255029305755342,14388.55,False,0.2183337621315083
REJECT,PD calibrada >= 20%,0.28645508383274343,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,6728.24,False,0.18
REVIEW,Sin score de buró: re-consultar y verificar identidad,0.12842136468819823,1996.0,False,0.18
REJECT,PD calibrada >= 20%,0.3050933761101073,,True,
APPROVE,Riesgo y capacidad dentro del apetito,0.08577970498027913,6887.01,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,3736.73,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14864858211448576,6433.96,True,0.19454593048340646
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,3083.82,False,0.2241917055585178
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.08581046069287214,1100.0,True,0.2131796028400626
REJECT,PD calibrada >= 20%,0.21700237651743365,,True,
REVIEW,"Monto > S/ 20,000: revisión obligatoria",0.08086911993666611,11300.0,True,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.04974307356700933,4210.32,False,0.18
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.14401628565861818,1600.0,True,0.22693876957412573
REVIEW,PD calibrada entre 18% y 20%,0.1919444388002613,18235.22,False,0.18973859171812046
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.1716319253415125,4800.0,True,0.31954903779746996
APPROVE,Riesgo y capacidad dentro del apetito,0.10357955931344313,2907.41,False,0.18
REJECT,PD calibrada >= 20%,0.27797271303647847,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.16217090773535875,9185.96,False,0.18
APPROVE,Riesgo y capacidad dentro del apetito,0.14301524644733504,8639.0,False,0.2929469730974426
APPROVE,Riesgo y capacidad dentro del apetito,0.09772437599861947,7240.5,False,0.22056305328554443
REVIEW,Capacidad de pago insuficiente: evaluar plazo mayor o consolidación,0.10345303619714179,6543.8,True,0.18
APPROVE,Aprobado con contraoferta de monto por capacidad de pago,0.13041144168753702,2200.0,True,0.22061523809636718
REVIEW,Ingreso mayormente en efectivo con ticket alto: verificar ingreso,0.07458002607872367,14579.25,False,0.18310986408092716
REJECT,PD calibrada >= 20%,0.2464934787942702,,False,
REJECT,PD calibrada >= 20%,0.20108782483026755,,False,
APPROVE,Riesgo y capacidad dentro del apetito,0.038717810173978205,2262.35,False,0.18
